,PM2.5_Concentration(microgram/m3),Ozone_Concentration(microgram/m3),NOx_Concentration(ppb),Temperature(Celsius),Wind_Speed(m/s),Relative_Humidity(%),Solar_Radiation(w/m2)
2016-09-05 11:00:00,68.67,8.32,31.23,38.73,2.85,54.08,399.08
2016-09-05 12:00:00,27.67,16.29,16.27,39.49,2.8,51.58,395.0
2016-09-05 13:00:00,14.83,31.92,15.0,40.39,2.28,49.0,369.67
2016-09-05 14:00:00,58.0,48.38,13.79,39.93,2.1,48.5,349.42
2016-09-05 15:00:00,53.0,59.43,15.44,39.92,2.02,47.92,340.08
2016-09-05 16:00:00,51.0,12.82,18.42,39.19,2.09,49.33,140.92
2016-09-05 17:00:00,47.0,5.58,25.28,38.4,1.44,50.92,47.5
2016-09-05 18:00:00,74.83,3.57,62.83,36.81,0.86,54.17,11.17
2016-09-05 19:00:00,64.0,8.82,136.28,30.24,0.57,58.58,3.42
2016-09-05 20:00:00,61.33,11.81,107.31,31.0,0.63,59.58,3.33
2016-09-05 21:00:00,46.33,10.32,80.73,35.02,0.93,59.83,3.42
2016-09-05 22:00:00,41.17,10.89,33.96,30.32,1.99,59.0,3.42
2016-09-05 23:00:00,55.17,12.48,27.6,29.2,2.14,59.92,3.25
2016-09-06 00:00:00,46.83,,17.73,33.68,2.41,62.42,3.17
2016-09-06 01:00:00,58.0,4.08,57.61,32.73,1.95,65.67,3.17
2016-09-06 02:00:00,86.0,8.07,31.73,31.74,1.54,68.92,3.33
2016-09-06 03:00:00,47.0,6.87,24.93,31.74,2.08,69.17,3.33
2016-09-06 04:00:00,23.5,10.39,22.6,31.13,1.99,71.25,3.25
2016-09-06 05:00:00,,12.12,15.59,30.52,2.23,72.75,3.58
2016-09-06 06:00:00,15.0,12.15,21.52,30.74,2.4,71.92,26.17
2016-09-06 07:00:00,42.33,13.15,32.98,31.76,2.57,68.5,143.33
2016-09-06 08:00:00,57.17,,29.24,34.0,3.14,63.08,259.92
2016-09-06 09:00:00,76.67,5.27,21.15,35.88,3.2,57.83,327.42
2016-09-06 10:00:00,96.5,7.97,47.24,37.6,3.06,53.75,390.17
2016-09-06 11:00:00,97.83,9.43,20.28,38.88,3.04,51.58,393.67
2016-09-06 12:00:00,56.67,15.33,17.69,39.97,2.77,49.25,387.42
2016-09-06 13:00:00,14.17,30.14,16.46,38.86,2.14,48.67,344.25
2016-09-06 14:00:00,59.91,37.26,18.89,32.17,1.97,48.42,348.08
2016-09-06 15:00:00,59.0,12.59,16.18,31.82,2.48,48.25,316.67
2016-09-06 16:00:00,56.67,11.38,20.72,30.95,1.85,50.33,114.92
2016-09-06 17:00:00,48.0,6.38,29.09,30.32,1.72,51.25,46.42
2016-09-06 18:00:00,59.5,9.31,56.1,29.07,1.29,52.67,9.17
2016-09-06 19:00:00,45.17,9.53,98.18,28.14,1.03,56.17,3.25
2016-09-06 20:00:00,60.67,9.88,87.17,27.54,1.54,58.17,3.08
2016-09-06 21:00:00,58.67,9.78,48.91,27.05,1.89,58.33,3.5
2016-09-06 22:00:00,55.17,9.82,38.54,26.48,1.65,59.0,3.42
2016-09-06 23:00:00,44.83,15.28,28.06,25.91,1.86,59.33,3.42
2016-09-07 00:00:00,40.0,,18.55,25.5,2.32,59.33,3.08
2016-09-07 01:00:00,49.33,3.48,55.68,24.86,2.08,61.5,3.33
2016-09-07 02:00:00,67.0,7.39,27.5,24.2,2.07,64.0,3.5
2016-09-07 03:00:00,47.17,7.1,24.43,23.71,2.13,66.0,3.25
2016-09-07 04:00:00,41.17,10.43,16.6,23.32,2.24,67.5,3.58
2016-09-07 05:00:00,11.33,10.26,23.72,22.81,1.9,70.5,3.67
2016-09-07 06:00:00,34.25,10.65,31.28,22.76,2.18,72.0,28.58
2016-09-07 07:00:00,49.75,12.79,41.36,24.19,2.23,68.92,140.5
2016-09-07 08:00:00,68.75,,37.7,26.59,2.61,62.67,248.58
2016-09-07 09:00:00,66.75,7.07,27.5,28.72,2.58,57.17,328.33
2016-09-07 10:00:00,78.92,7.52,35.3,30.88,2.32,50.5,385.33
2016-09-07 11:00:00,118.25,9.95,32.63,32.41,2.12,47.0,392.83
2016-09-07 12:00:00,72.42,20.25,19.14,33.14,1.79,45.17,364.67
2016-09-07 13:00:00,25.92,32.96,15.81,33.3,1.57,44.33,343.0
2016-09-07 14:00:00,69.08,36.8,16.89,32.82,1.71,45.17,337.42
2016-09-07 15:00:00,70.08,37.23,19.66,32.07,1.57,48.25,265.33
2016-09-07 16:00:00,70.83,12.75,20.64,31.5,1.64,49.33,140.33
2016-09-07 17:00:00,71.17,6.32,40.29,30.63,1.49,51.42,51.5
2016-09-07 18:00:00,93.58,9.76,66.62,29.31,0.72,54.58,9.17
2016-09-07 19:00:00,77.67,10.28,130.65,28.33,0.43,59.33,3.0
2016-09-07 20:00:00,73.5,18.01,195.31,27.74,0.3,63.42,3.5
2016-09-07 21:00:00,69.67,20.9,184.42,27.52,0.35,64.5,3.5
2016-09-07 22:00:00,87.42,9.53,72.73,27.56,1.11,61.5,3.5
2016-09-07 23:00:00,80.67,7.79,56.65,26.89,1.18,62.92,3.42
2016-09-08 00:00:00,77.0,,45.76,26.28,1.57,64.58,3.25
2016-09-08 01:00:00,81.0,3.8,55.76,25.73,1.83,64.25,3.42
2016-09-08 02:00:00,76.67,7.46,31.53,25.42,2.23,63.0,3.42
2016-09-08 03:00:00,52.0,7.02,18.27,24.76,2.15,62.58,3.25
2016-09-08 04:00:00,32.17,9.86,18.39,24.19,2.12,64.08,3.5
2016-09-08 05:00:00,10.83,9.97,24.86,23.75,1.68,66.17,3.67
2016-09-08 06:00:00,29.18,9.7,27.13,23.56,1.67,67.67,26.83
2016-09-08 07:00:00,50.17,10.69,45.02,25.07,2.08,64.08,147.58
2016-09-08 08:00:00,62.45,,39.66,27.73,2.43,57.08,241.0
2016-09-08 09:00:00,69.5,6.18,43.8,29.71,2.63,52.25,329.75
2016-09-08 10:00:00,78.5,8.49,28.66,31.04,2.69,48.17,380.83
2016-09-08 11:00:00,101.33,11.54,22.67,32.43,2.08,45.17,374.08
2016-09-08 12:00:00,48.0,19.33,20.16,33.44,2.12,43.17,382.42
2016-09-08 13:00:00,34.0,29.47,14.02,34.05,2.47,41.17,392.42
2016-09-08 14:00:00,82.0,33.08,16.08,34.0,1.72,40.83,362.33
2016-09-08 15:00:00,50.0,36.27,19.97,33.41,1.75,42.83,322.75
2016-09-08 16:00:00,66.45,21.5,24.27,32.21,1.69,43.92,143.08
2016-09-08 17:00:00,71.17,17.43,32.82,31.21,1.42,44.58,44.75
2016-09-08 18:00:00,62.17,16.27,59.73,29.82,0.96,50.42,8.83
2016-09-08 19:00:00,64.83,16.18,97.38,28.76,0.43,54.42,3.33
2016-09-08 20:00:00,70.83,20.28,138.61,27.78,0.3,60.08,3.5
2016-09-08 21:00:00,58.5,26.03,166.17,27.37,0.36,63.25,3.17
2016-09-08 22:00:00,81.5,37.8,242.72,26.98,0.33,66.33,3.58
2016-09-08 23:00:00,105.0,18.08,193.19,26.73,0.3,67.25,3.75
2016-09-09 00:00:00,84.67,14.14,175.05,26.02,0.33,70.67,3.42
2016-09-09 01:00:00,85.83,15.97,115.77,25.83,0.64,71.33,3.33
2016-09-09 02:00:00,95.0,15.69,122.67,25.38,1.72,70.92,3.33
2016-09-09 03:00:00,65.5,12.72,26.81,25.22,1.97,64.92,3.42
2016-09-09 04:00:00,35.0,15.62,16.18,24.84,2.1,62.67,3.5
2016-09-09 05:00:00,,15.46,20.88,24.11,1.79,66.58,3.58
2016-09-09 06:00:00,19.33,14.5,36.82,23.75,2.02,67.5,26.42
2016-09-09 07:00:00,37.83,15.55,39.36,24.81,2.39,64.75,146.5
2016-09-09 08:00:00,51.0,2.73,29.24,27.16,2.88,57.75,238.5
2016-09-09 09:00:00,70.83,10.4,45.39,29.28,2.69,52.33,325.17
2016-09-09 10:00:00,73.0,15.15,24.84,31.15,2.32,47.25,370.92
2016-09-09 11:00:00,83.27,13.7,20.43,32.88,2.23,43.67,395.08
2016-09-09 12:00:00,52.83,24.39,17.58,34.1,2.18,40.92,395.0
2016-09-09 13:00:00,13.83,35.79,16.46,33.75,1.71,42.33,329.75
2016-09-09 14:00:00,49.33,44.95,17.41,34.0,1.79,41.33,348.0
2016-09-09 15:00:00,57.33,54.9,18.85,33.29,1.81,42.92,315.42
2016-09-09 16:00:00,64.5,17.48,22.35,32.45,1.67,45.0,147.5
2016-09-09 17:00:00,67.33,12.04,25.18,31.28,1.47,47.58,41.5
2016-09-09 18:00:00,69.17,13.23,56.27,29.97,0.95,50.75,9.0
2016-09-09 19:00:00,68.17,16.02,90.94,28.83,0.48,56.25,3.42
2016-09-09 20:00:00,55.83,18.13,130.7,28.31,0.53,58.92,3.67
2016-09-09 21:00:00,47.5,24.38,212.4,27.56,0.3,63.33,3.33
2016-09-09 22:00:00,85.0,16.97,170.15,27.27,0.56,64.17,3.42
2016-09-09 23:00:00,83.36,13.84,104.81,26.88,0.92,63.17,3.17
2016-09-10 00:00:00,74.91,,56.87,26.29,1.57,63.67,3.33
2016-09-10 01:00:00,74.17,9.7,69.27,25.94,1.92,62.75,3.67
2016-09-10 02:00:00,85.67,12.37,23.58,25.76,2.09,58.58,3.42
2016-09-10 03:00:00,37.83,14.8,27.0,24.82,2.03,64.25,3.33
2016-09-10 04:00:00,26.17,15.87,19.06,24.25,2.22,64.33,3.33
2016-09-10 05:00:00,,16.66,17.22,24.03,2.02,64.42,3.33
2016-09-10 06:00:00,,16.07,27.96,24.02,1.97,64.75,30.42
2016-09-10 07:00:00,36.67,17.49,35.83,25.4,2.27,62.25,169.0
2016-09-10 08:00:00,44.5,3.78,21.46,27.35,3.07,56.0,229.58
2016-09-10 09:00:00,67.5,11.68,38.78,29.18,2.88,50.92,347.67
2016-09-10 10:00:00,69.33,14.36,22.18,30.82,2.82,47.25,375.83
2016-09-10 11:00:00,62.5,16.27,20.6,31.86,2.41,44.58,369.17
2016-09-10 12:00:00,37.83,22.82,15.65,33.57,2.16,41.0,394.17
2016-09-10 13:00:00,,29.73,12.43,33.87,2.14,39.75,390.33
2016-09-10 14:00:00,31.33,34.76,10.83,33.74,1.79,39.92,336.5
2016-09-10 15:00:00,35.67,44.59,11.07,33.32,1.67,41.25,307.25
2016-09-10 16:00:00,46.17,14.47,17.33,32.55,1.54,43.58,152.25
2016-09-10 17:00:00,42.67,9.86,32.52,31.36,0.98,46.33,43.0
2016-09-10 18:00:00,88.83,15.28,53.96,29.84,0.61,49.83,8.58
2016-09-10 19:00:00,55.33,18.83,127.57,28.3,0.3,56.92,3.42
2016-09-10 20:00:00,67.67,29.57,214.11,27.51,0.3,62.25,3.67
2016-09-10 21:00:00,70.0,26.24,243.46,26.92,0.3,64.75,3.5
2016-09-10 22:00:00,66.33,22.84,167.66,26.71,0.3,63.5,3.33
2016-09-10 23:00:00,71.0,14.77,78.22,26.66,1.14,60.83,3.42
2016-09-11 00:00:00,58.67,1.21,31.92,26.25,1.63,59.42,3.5
2016-09-11 01:00:00,54.33,10.13,90.89,25.33,1.67,63.08,3.42
2016-09-11 02:00:00,82.83,12.59,37.33,24.75,1.88,63.58,3.33
2016-09-11 03:00:00,40.17,15.89,32.19,24.11,1.5,65.25,3.42
2016-09-11 04:00:00,26.17,16.37,35.16,23.62,1.46,67.0,3.5
2016-09-11 05:00:00,,14.65,27.63,23.31,1.44,67.08,3.42
2016-09-11 06:00:00,10.17,14.66,29.77,23.34,1.76,67.33,24.25
2016-09-11 07:00:00,36.17,16.03,27.57,24.72,2.23,64.08,147.67
2016-09-11 08:00:00,38.17,5.5,21.99,27.32,2.73,57.67,218.33
2016-09-11 09:00:00,45.67,13.38,39.56,29.66,2.47,52.5,351.58
2016-09-11 10:00:00,56.83,14.09,24.2,31.8,2.18,46.33,387.75
2016-09-11 11:00:00,65.17,17.43,16.71,33.16,2.26,41.42,395.08
2016-09-11 12:00:00,30.33,24.42,11.98,33.85,2.16,39.92,395.67
2016-09-11 13:00:00,,35.53,10.54,34.45,1.76,37.5,381.17
2016-09-11 14:00:00,24.5,39.81,10.63,34.27,1.7,38.08,351.92
2016-09-11 15:00:00,27.0,41.65,11.77,33.75,1.71,39.58,346.83
2016-09-11 16:00:00,31.33,27.58,13.64,32.69,1.39,42.25,150.92
2016-09-11 17:00:00,57.83,20.03,17.77,31.24,0.8,45.83,42.08
2016-09-11 18:00:00,74.67,18.36,45.86,29.49,0.43,50.58,8.5
2016-09-11 19:00:00,40.83,15.87,70.93,28.69,0.4,52.83,3.33
2016-09-11 20:00:00,52.83,19.5,149.42,28.06,0.43,58.08,3.5
2016-09-11 21:00:00,48.0,24.04,235.4,27.31,0.4,64.25,3.75
2016-09-11 22:00:00,84.17,26.32,345.57,26.43,0.32,70.0,3.33
2016-09-11 23:00:00,112.5,22.91,251.57,25.88,0.32,72.08,3.25
2016-09-12 00:00:00,96.0,1.03,172.96,25.91,0.82,68.75,3.33
2016-09-12 01:00:00,80.33,10.01,54.74,26.15,1.63,59.75,3.33
2016-09-12 02:00:00,90.83,12.23,63.87,25.44,1.88,60.0,3.42
2016-09-12 03:00:00,34.67,15.37,31.87,24.69,2.12,61.92,3.25
2016-09-12 04:00:00,27.33,15.91,29.59,24.04,2.11,64.0,3.17
2016-09-12 05:00:00,,14.7,25.98,23.46,1.78,65.83,3.58
2016-09-12 06:00:00,,13.89,35.73,23.35,1.68,67.0,25.08
2016-09-12 07:00:00,36.09,14.97,41.16,24.57,2.41,64.83,136.17
2016-09-12 08:00:00,52.5,5.44,31.78,27.18,2.24,57.75,225.17
2016-09-12 09:00:00,69.83,13.08,56.65,29.32,2.21,51.5,332.0
2016-09-12 10:00:00,95.0,14.01,23.22,31.22,2.46,46.08,378.25
2016-09-12 11:00:00,95.0,18.29,21.05,32.68,2.3,43.08,394.17
2016-09-12 12:00:00,57.83,26.71,20.25,33.69,2.1,40.83,384.75
2016-09-12 13:00:00,,36.09,20.39,34.18,1.83,39.92,382.67
2016-09-12 14:00:00,31.17,36.73,27.53,33.67,1.81,41.33,367.92
2016-09-12 15:00:00,41.33,47.55,17.45,33.02,1.7,42.33,324.25
2016-09-12 16:00:00,40.83,15.18,16.32,31.88,1.44,44.75,140.5
2016-09-12 17:00:00,59.5,11.04,30.35,30.82,1.07,47.25,43.0
2016-09-12 18:00:00,77.17,15.46,77.48,29.38,0.67,53.33,8.08
2016-09-12 19:00:00,53.0,16.38,90.73,28.56,0.54,56.5,3.67
2016-09-12 20:00:00,49.67,18.49,143.66,28.01,0.37,59.42,3.42
2016-09-12 21:00:00,35.83,16.51,141.09,27.68,0.45,61.08,3.33
2016-09-12 22:00:00,54.5,16.35,171.44,27.08,0.44,64.5,3.33
2016-09-12 23:00:00,78.0,25.99,244.97,26.47,0.36,69.67,3.17
2016-09-13 00:00:00,82.67,10.72,290.55,25.9,0.32,73.5,3.33
2016-09-13 01:00:00,82.83,16.3,168.57,25.63,0.3,74.0,3.17
2016-09-13 02:00:00,87.67,25.66,227.67,25.25,0.31,75.58,3.33
2016-09-13 03:00:00,62.83,23.47,164.13,24.94,0.32,76.67,3.25
2016-09-13 04:00:00,44.67,25.02,150.74,24.83,0.32,77.25,3.17
2016-09-13 05:00:00,36.5,21.04,150.33,24.72,0.55,77.17,3.33
2016-09-13 06:00:00,59.33,14.18,98.15,24.84,1.37,72.33,22.92
2016-09-13 07:00:00,84.33,14.82,68.68,25.93,1.57,67.42,125.83
2016-09-13 08:00:00,73.83,4.7,46.38,28.91,1.66,59.33,207.0
2016-09-13 09:00:00,64.67,15.27,26.25,31.27,1.59,53.25,331.5
2016-09-13 10:00:00,73.0,11.59,16.46,32.18,1.64,45.25,356.17
2016-09-13 11:00:00,65.67,17.32,56.79,34.24,1.48,38.25,386.58
2016-09-13 12:00:00,23.83,29.27,19.49,34.92,1.43,36.92,371.92
2016-09-13 13:00:00,,49.25,16.15,35.25,1.34,35.5,378.17
2016-09-13 14:00:00,39.33,64.13,18.28,34.23,1.3,38.58,296.42
2016-09-13 15:00:00,51.0,64.14,26.98,33.22,1.74,42.5,287.42
2016-09-13 16:00:00,56.67,14.41,39.83,30.58,2.01,53.0,118.67
2016-09-13 17:00:00,88.83,14.97,61.02,29.78,1.78,53.42,45.5
2016-09-13 18:00:00,101.67,17.05,85.91,28.64,1.61,55.08,6.58
2016-09-13 19:00:00,68.0,16.83,106.89,27.82,1.24,59.75,3.42
2016-09-13 20:00:00,55.17,18.3,94.98,27.1,0.74,64.08,3.5
2016-09-13 21:00:00,43.5,18.44,53.99,26.83,0.63,67.08,3.25
2016-09-13 22:00:00,56.0,18.77,55.97,26.65,1.02,68.08,3.25
2016-09-13 23:00:00,56.5,23.77,34.78,26.07,1.08,69.92,3.17
2016-09-14 00:00:00,55.33,7.43,26.58,25.26,0.84,72.33,3.5
2016-09-14 01:00:00,39.83,7.93,14.05,24.83,1.21,72.08,3.42
2016-09-14 02:00:00,49.83,14.07,41.63,24.29,0.4,74.33,3.42
2016-09-14 03:00:00,27.67,15.24,22.24,23.88,0.33,76.5,3.33
2016-09-14 04:00:00,21.0,17.17,28.13,23.88,0.33,77.0,3.42
2016-09-14 05:00:00,22.0,13.68,32.6,23.48,0.32,78.58,3.67
2016-09-14 06:00:00,26.83,19.58,39.12,23.9,0.45,78.08,26.25
2016-09-14 07:00:00,49.0,19.38,53.39,25.76,0.87,71.67,135.42
2016-09-14 08:00:00,36.33,9.04,51.88,28.68,1.08,61.08,210.0
2016-09-14 09:00:00,24.5,16.0,70.02,30.88,1.29,54.42,344.17
2016-09-14 10:00:00,34.67,17.75,31.52,31.78,1.91,52.08,384.5
2016-09-14 11:00:00,48.67,22.81,23.13,32.88,1.33,48.42,367.92
2016-09-14 12:00:00,49.5,30.88,35.58,33.57,1.22,45.08,344.42
2016-09-14 13:00:00,41.17,54.65,72.57,33.32,1.51,46.17,327.58
2016-09-14 14:00:00,64.0,63.45,70.6,32.41,1.56,48.42,228.0
2016-09-14 15:00:00,69.5,43.85,41.22,31.78,0.92,48.83,181.33
2016-09-14 16:00:00,51.5,14.3,47.57,27.59,1.6,66.58,75.0
2016-09-14 17:00:00,72.83,14.48,107.98,26.26,0.3,79.67,60.17
2016-09-14 18:00:00,67.17,22.05,177.72,25.8,0.3,81.42,8.17
2016-09-14 19:00:00,69.33,38.5,239.22,25.79,0.3,83.58,3.33
2016-09-14 20:00:00,81.67,52.33,429.9,25.88,0.3,85.0,3.08
2016-09-14 21:00:00,112.5,56.98,457.13,25.67,0.3,85.0,3.08
2016-09-14 22:00:00,123.17,45.52,397.82,25.41,0.3,85.0,3.25
2016-09-14 23:00:00,113.0,45.51,348.72,25.22,0.3,85.0,3.17
2016-09-15 00:00:00,102.5,23.82,266.73,24.94,0.3,85.67,3.17
2016-09-15 01:00:00,81.17,25.42,180.23,24.56,0.3,86.0,3.25
2016-09-15 02:00:00,107.0,27.53,150.82,24.37,0.3,86.0,3.25
2016-09-15 03:00:00,80.0,18.72,109.24,23.93,0.3,85.67,3.33
2016-09-15 04:00:00,65.5,29.14,106.14,23.89,0.3,85.0,3.25
2016-09-15 05:00:00,44.83,28.65,68.38,23.78,0.3,85.08,3.58
2016-09-15 06:00:00,58.83,21.22,91.08,24.01,0.3,84.83,28.83
2016-09-15 07:00:00,100.17,27.71,103.64,25.98,0.3,80.58,131.83
2016-09-15 08:00:00,161.5,9.51,56.66,29.46,0.61,65.5,212.42
2016-09-15 09:00:00,47.67,18.02,135.34,32.07,0.97,54.08,353.58
2016-09-15 10:00:00,85.67,21.75,52.04,32.63,0.88,51.75,339.42
2016-09-15 11:00:00,60.17,31.63,41.25,34.22,1.01,42.5,369.42
2016-09-15 12:00:00,60.33,72.28,33.35,33.3,0.84,44.5,295.5
2016-09-15 13:00:00,37.67,101.73,27.52,33.61,1.29,42.58,346.83
2016-09-15 14:00:00,67.5,86.49,24.6,34.11,1.44,38.92,356.58
2016-09-15 15:00:00,72.33,76.17,23.88,33.84,1.11,39.5,309.08
2016-09-15 16:00:00,60.0,29.65,44.38,32.32,1.14,42.42,113.83
2016-09-15 17:00:00,70.5,22.68,61.16,30.72,1.07,48.08,37.83
2016-09-15 18:00:00,91.67,16.02,118.82,28.67,0.52,50.92,6.08
2016-09-15 19:00:00,64.0,18.38,178.85,27.32,0.32,57.17,3.67
2016-09-15 20:00:00,78.83,20.98,174.03,26.77,0.35,62.83,3.42
2016-09-15 21:00:00,60.0,18.23,165.2,26.28,0.33,66.75,3.58
2016-09-15 22:00:00,97.17,18.0,133.68,26.06,0.35,69.5,3.5
2016-09-15 23:00:00,103.17,17.03,102.67,25.83,0.36,70.42,3.42
2016-09-16 00:00:00,76.5,12.23,98.49,24.76,0.31,74.67,3.42
2016-09-16 01:00:00,71.33,26.13,88.03,24.14,0.3,77.75,3.33
2016-09-16 02:00:00,99.5,22.98,173.92,23.84,0.3,78.0,3.5
2016-09-16 03:00:00,57.33,21.84,111.4,23.58,0.3,79.92,3.08
2016-09-16 04:00:00,52.0,19.95,64.52,23.82,0.31,78.67,3.33
2016-09-16 05:00:00,21.67,18.18,66.8,23.71,0.3,78.42,3.5
2016-09-16 06:00:00,53.33,24.4,111.32,23.88,0.3,79.83,28.5
2016-09-16 07:00:00,98.0,20.43,104.21,26.35,0.49,72.67,148.58
2016-09-16 08:00:00,104.82,13.37,58.54,30.39,0.72,58.17,212.08
2016-09-16 09:00:00,68.5,21.65,42.64,31.78,1.14,51.67,355.83
2016-09-16 10:00:00,71.5,25.63,38.84,33.53,1.06,43.92,363.5
2016-09-16 11:00:00,70.83,28.8,42.77,35.27,1.1,37.08,385.17
2016-09-16 12:00:00,50.83,90.28,39.0,35.22,1.3,37.25,384.0
2016-09-16 13:00:00,36.17,104.77,50.56,35.36,1.27,34.83,376.83
2016-09-16 14:00:00,64.67,77.92,29.5,34.78,1.43,34.67,366.08
2016-09-16 15:00:00,53.0,65.2,25.51,34.0,1.33,37.08,328.17
2016-09-16 16:00:00,55.67,44.38,31.82,32.51,1.28,42.0,107.0
2016-09-16 17:00:00,74.67,33.97,49.35,30.9,0.94,49.17,35.0
2016-09-16 18:00:00,97.17,21.64,76.67,29.19,0.6,52.75,5.58
2016-09-16 19:00:00,70.0,18.57,151.4,27.96,0.38,56.92,3.5
2016-09-16 20:00:00,74.33,20.64,133.14,27.67,0.38,60.0,3.5
2016-09-16 21:00:00,50.17,17.99,101.91,27.02,0.39,63.17,3.5
2016-09-16 22:00:00,71.0,17.79,115.24,26.38,0.32,66.0,3.42
2016-09-16 23:00:00,74.83,18.77,129.88,25.55,0.32,70.75,3.25
2016-09-17 00:00:00,92.5,4.65,142.97,24.91,0.3,74.0,3.5
2016-09-17 01:00:00,89.67,26.13,110.22,24.49,0.3,77.0,3.33
2016-09-17 02:00:00,105.17,41.38,222.24,24.01,0.3,79.42,3.25
2016-09-17 03:00:00,66.67,43.49,175.52,23.66,0.3,81.33,3.33
2016-09-17 04:00:00,65.83,44.64,174.36,23.85,0.3,81.0,3.33
2016-09-17 05:00:00,46.17,28.58,83.14,23.97,0.33,77.5,3.5
2016-09-17 06:00:00,58.83,22.0,102.57,24.13,0.3,77.5,26.67
2016-09-17 07:00:00,99.33,20.07,176.26,25.96,0.37,73.25,129.33
2016-09-17 08:00:00,126.67,4.91,113.73,29.0,0.83,63.0,213.58
2016-09-17 09:00:00,103.17,21.3,46.67,30.44,0.63,58.5,255.33
2016-09-17 10:00:00,91.33,25.8,29.62,32.07,0.94,52.83,333.25
2016-09-17 11:00:00,81.0,36.63,36.75,32.34,1.07,51.5,317.75
2016-09-17 12:00:00,86.83,59.95,31.95,34.16,1.37,43.25,363.42
2016-09-17 13:00:00,46.5,78.53,34.94,34.85,1.05,41.25,371.67
2016-09-17 14:00:00,75.67,78.85,49.77,34.46,0.99,40.42,354.83
2016-09-17 15:00:00,82.17,92.38,50.42,33.57,0.99,41.0,273.67
2016-09-17 16:00:00,75.5,37.69,52.28,32.25,0.82,43.08,115.5
2016-09-17 17:00:00,91.0,27.72,60.2,30.6,0.35,48.92,35.33
2016-09-17 18:00:00,103.5,23.94,149.1,29.03,0.31,56.67,4.75
2016-09-17 19:00:00,99.33,27.92,197.13,28.31,0.34,61.33,3.58
2016-09-17 20:00:00,134.33,26.19,151.29,27.59,0.3,63.5,3.75
2016-09-17 21:00:00,104.83,27.29,180.21,26.78,0.3,68.75,3.0
2016-09-17 22:00:00,130.0,27.09,243.3,26.28,0.3,71.42,3.5
2016-09-17 23:00:00,162.67,29.04,316.38,25.73,0.3,73.83,3.33
2016-09-18 00:00:00,168.0,10.57,208.98,25.09,0.37,73.83,3.33
2016-09-18 01:00:00,134.5,19.02,93.74,25.15,0.31,70.75,3.42
2016-09-18 02:00:00,157.33,23.95,191.42,24.53,0.33,71.0,3.42
2016-09-18 03:00:00,105.67,23.68,70.82,23.9,0.3,74.25,3.5
2016-09-18 04:00:00,82.5,24.3,46.19,23.78,0.3,76.75,3.5
2016-09-18 05:00:00,52.17,22.16,35.89,23.52,0.3,78.5,3.58
2016-09-18 06:00:00,71.5,21.72,85.47,23.74,0.3,79.92,27.17
2016-09-18 07:00:00,118.67,20.21,50.51,26.28,0.51,74.08,131.0
2016-09-18 08:00:00,121.67,11.41,21.13,29.41,0.9,64.67,214.92
2016-09-18 09:00:00,23.33,23.82,18.44,31.94,1.14,56.42,351.83
2016-09-18 10:00:00,43.5,26.54,15.52,32.95,1.35,49.42,346.5
2016-09-18 11:00:00,62.0,25.48,13.58,33.87,1.37,44.92,350.08
2016-09-18 12:00:00,63.83,54.68,17.02,34.85,1.46,41.5,387.0
2016-09-18 13:00:00,51.0,81.69,17.93,34.45,1.17,39.92,296.08
2016-09-18 14:00:00,67.33,108.7,20.13,34.37,1.03,39.33,350.42
2016-09-18 15:00:00,73.83,135.57,19.5,34.21,0.91,37.83,294.33
2016-09-18 16:00:00,76.0,43.83,51.19,32.25,1.41,44.25,112.17
2016-09-18 17:00:00,96.83,18.73,53.19,30.94,0.97,48.5,45.42
2016-09-18 18:00:00,119.33,19.27,140.12,29.38,0.47,52.33,5.67
2016-09-18 19:00:00,85.83,19.88,136.21,28.13,0.32,57.25,3.42
2016-09-18 20:00:00,80.17,23.82,171.52,27.21,0.31,62.17,3.25
2016-09-18 21:00:00,67.83,25.53,229.6,26.24,0.3,68.33,3.25
2016-09-18 22:00:00,130.67,26.41,308.62,25.83,0.3,72.25,3.5
2016-09-18 23:00:00,142.5,21.12,183.69,25.64,0.3,69.33,3.42
2016-09-19 00:00:00,109.45,7.95,113.73,25.31,0.3,69.42,3.42
2016-09-19 01:00:00,111.17,14.73,85.47,25.23,0.45,68.5,3.33
2016-09-19 02:00:00,121.5,17.32,72.11,24.62,0.35,71.75,3.33
2016-09-19 03:00:00,67.5,17.55,30.53,24.12,0.3,76.83,3.42
2016-09-19 04:00:00,51.17,18.79,25.44,23.96,0.3,79.08,3.5
2016-09-19 05:00:00,10.17,19.02,29.56,23.71,0.3,80.42,3.58
2016-09-19 06:00:00,32.33,17.25,41.4,23.98,0.42,80.17,27.17
2016-09-19 07:00:00,73.0,16.41,96.33,26.36,0.49,73.83,134.83
2016-09-19 08:00:00,103.17,7.23,63.37,30.25,0.77,61.0,212.25
2016-09-19 09:00:00,31.17,27.23,22.4,32.26,1.01,52.83,344.42
2016-09-19 10:00:00,46.83,32.1,45.38,33.63,1.0,46.92,336.83
2016-09-19 11:00:00,72.2,29.03,32.52,34.83,1.42,39.33,385.42
2016-09-19 12:00:00,71.22,55.35,41.03,35.85,1.23,37.8,376.5
2016-09-19 13:00:00,50.45,86.88,39.63,35.23,1.19,37.75,353.08
2016-09-19 14:00:00,49.5,133.38,38.43,34.7,1.22,36.92,347.5
